pub_date	title	venue	excerpt	citation	url_slug	paper_url
im Druck	[gemeinsam mit Helmut Spiekermann] Sprachvariation im Emsland. Variationslinguistische und interaktionale Perspektiven. Bieberstedt, Andreas/Brandt, Doreen/Ehlers, Klaas-Hinrich/Schmitt, Christoph:100 Jahre Niederdeutsche Philologie. Ausgangspunkte, Entwicklungslinien, aktuelle Herausforderungen,o.S.       Spiekermann,Helmut/ Schürmann,Timo (i.Dr.):	Sprachvariation im Emsland. Variationslinguistische und interaktionale Perspektiven. In: Bieberstedt, Andreas/Brandt, Doreen/Ehlers, Klaas-Hinrich/Schmitt, Christoph:100 Jahre Niederdeutsche Philologie. Ausgangspunkte, Entwicklungslinien, aktuelle Herausforderungen,o.S.
2022	Regionale Variation im Alltag: Kookkurrenzmuster und interaktionale Funktionalisierung.	Marie-Luis/ Wallmeier, Nadine/Langhanke Robert (Hg.): Regionales Sprechen und Schreiben, S. 15-41.		Schürmann, Timo (2022): Regionale Variation im Alltag: Kookkurrenzmuster und interaktionale Funktionalisierung. In: Merten, Marie-Luis/Wallmeier, Nadine/Langhanke Robert (Hg.): Regionales Sprechen und Schreiben, S. 15-41.   
